h;r;s;k_lsb
95704c55233f407be70c56501314793aabdb1e1c;ec8a46669fd9025a19d868a67e97ecda0cb2f9acd7ba94603ebc617bf4e4c3a1;acc1fa1051b76c6b4aecdb2ef0d61558f452346c6bdd5345a501df37c1099b97;1000000
c8c9f304c0e9db59ec1d4c62aa5282a8c0192de9;82c7515af0dfd40cdf9e423e5c9ef3257c5f46afd14341b2334842d8107ae11a;dc1cb68d17048c19c645ce51ff7ff753cbc74321b0842c50381cd122ee750bdb;111010
75bce787c65d568b6314e89e29ff66c82c84c211;f922436f07a57d0c199259fa393152c9b7a435d322070857017f873a17653dfb;6d2a97fd23ebefde7be658bf4d366e42f13dad7a6ef5e0e07d595a13761db9ac;110010
767a750d031011e6c06ca26dbdbee877f425c673;bb9c6c7689c8ff5c0cc08f4f96eb76fcd84b48c6f1364c9968856f6410171942;909aa0ba9ebd9a416ddcfb718568994029ae30a0d0e52c8b0096a9d18e15b9c6;1010001
550158df2d61d4444f78a955e66ba310d9845f35;95f750f27700a1fea8ab00a68fcae28c45f8da92f5ccecfe8e4bf23fc6fe5276;97622e6b51299c392823b1391b7eb011fc116ad653f007f96096ecd257c4cf20;111100
a2c4a02cfe2cc175f02c9ccb5783f6519048ec50;250a373f809f408fdbc510378de7ee11cb26cece2c03cb8cfe45e0c70c0e6afb;beefd096b8728446df4489219300d4b79a1a83a542941bc5b6a7695c257004cd;1001010
26e76c7f9215b75894d6ad7fcd3b6034dedd7c43;2d9987f1ac97b62b3b543f85d17f231a08d3713ad44e34d8abb4cb7a418b0b1e;efd4b74f62092bb6a5663c666577032d72b0b5fcc9238586d9a23c5d93600194;1101001
b55e076bce79046f9fd073eebfafefd0a35df65d;ae5c7d7afac989ada01edd37121c790a8ae5913ebf1acdb2873d6e6af35dfaef;cfda05150d93a16010b306a86eff71b6b9b15c1182f78edbbdddafdb3c84c34d;1000010
e37d274e2a8e491efede2f787f700f6a600a075;eedba45cc75935a321ab9a4f301208d81768d5cc14688b42c57b1fc971ac2fd1;8d54f6cc5075ada22ccd53604947b7a928f28fe34e5f310778090344ebd7b6bc;100111
bc61ffebd07574442f16d154bf7e8a0456949ec8;c74ba1362c4205c765a033fa84a30262a429117a68896e42032b528f22618e35;f11d6c135a787a3ea08658223ad50f64c155062b9e187dae122d250c365583ca;1010100
2b33e825734751fc0c9dffb05c394f57e72564c6;c8a290d477f9b3380bc1749f0dd8c3ec0ca42e7b8f2a010c0cacead91f37f1eb;daf097f3a44f804ab6ae6c4396d5bb6e319e8ac1ce36ccea3bfe5c936b929b8a;1010111
4a0731fd876b30c8d8511fd614f2edcc5d0d409e;26b0a398d103009ac4d91b2dcea0fc84f9a09acf655f4888b3818dfbc03ca167;8125bb311215abe1b9ebb34a0c0078ab19af6a2973c7048a7f0171ab631f5e4b;1001111
1760c18637c50a21a5822ac54e0a6d602dbd4da1;3977f5bcb47b21a75c3e235d7528c55619ad861c5b5a66e804393f5d323460c;833a558993ccc9f42760fc43805d0f56323202160a77b4d1f191515e7ec34f56;1101011
eac8d989d10dfdbeb682b73934f584fb937daf1a;a7bf8c3704703d1cd6334784fc7baa66490fbfcae21509a30f4b97f43ddad6f0;4f8122bbc89a9b064647f88b3528e78b05c2d8269c67616b69b0d4c25e12d2c5;1110011
ca481eed9dbd25c1f43b62802cf56599a61466ea;b638c6cdd101da9bdb6e644389b0690edcb4a8cdea7db3f78ba67f355d7493c2;7ad017564c365daf4ad84b734493878a991eb02ac697cc13d9141e5cb78fb347;1101
9ff1e2fef964b095e5d24723b6d17954289df8ed;7469f2562b0359f966906db6da28ffb64ee42c703e8e7dd59d9edd60b3f4100d;208152ebdc5420b7d301b3db553913b7011cd39ddc3011c14d5ff9041c90c9a;1011011
dcd3be3459496fbc129a682e0061c05687c2ec35;28d489a155d83060ef079b39322081dbd80fca7aad120fef071fd2d3fc41ddf8;6c1478f4f089c364f2e7bc826ce645098451cb1a1b97528d15a6ea11f571a9e0;101110
be4a2f03ad2f76d1a9325a5accc2070151408573;deb86a873ac3dbd51606ba52e9a3fa15978e3c50d532b2a7865dded371477656;7cfa33b9ffad492f696676c9516231ea22232a4cd46041050f9b4b8b89cd7880;1111000
6216671215e856f7194a5cb2cb944adbf90ea349;6d6a8c4cf85d68b78cd13272c0fd910afcc41e6765df50dc773d8a1760ba7537;96a6568a3a539e5ccb9020c4ad60e0ed9daac0c3546dea87b42d21d315f0d613;10100
cacec7f1ae9486a80dd9467ed2c3d2c6bfa18dd3;e50f33a42006810ada3413b26e3638786664a1107d6f262266ed4dd1bc68d63d;e290e54e5ac306993b4ce343222e1b6154f8f1c678b9c91f069b8d3bca0d7dd;100101
313253925cd514624f34f635f850b69260b2ebb5;f297db5e62afa5e9c3fc343d4e2031f146b4e921988a90b1c305541394d02ae0;be77d47795af08ac10ae731d83f3b482c27aac948f4e8e150b247f00364268bd;1010010
9a007b023d40b51c4bec4239159f211ac1bf9522;7670137eb2871613b69ab20b268d290d181aa0ea86259c6ab8ea1b6d0884c39e;e9197683a06094eebbe797f356417b6b0a7488aedf9df7d44239b79a0a0ad6bf;101001
a98b35910a5ad8c8086fcfd3c6444efd4c675aea;b39d900ae3207a18b21469fbc9d7a453bdf70c353daa4b7c248f8147bb0d18e9;52b9c437d3400110f3c8aaa38d9eb3a9cb65bbb62b190ae80312acf408e098c3;1000100
cebd620aafbfcae23fe6c2daa54761b4a60df22b;bea1e48d965cdcbe38a9997fa805f979f750d3a938993bc7fa7873d9136acb4;fb514314a48d8fbb2b11f0bc1a2c423cb8a4fe84f112692563c7eb7d5087a7b0;1100010
d3011a32df244527c8c83a2c829b534ea8a1e747;a12c4730df4218c627a7a5fb296c4147d4efba540cec13d2947d29f4893de439;9c559ec6c5e46fc2ab1f2bb91ff57a90589e2e301a9cf478eb3013613f3a4a1;1000010
7fa5f0829a04e602c813ff6efe90f8e1a804f2b3;da2ecf3dd9aa5215b7c79d222e47a31be8670e26fa40191f4e74bf0ccc0451c4;1481bc941b4d52fab1264eac4a882abf6ff990fa7b90d652e0559c94cef4844d;11
9affe071d09b0a58b62ae4fe9ae9a3c585da5b4c;df408ce87df1552bee927b8ba2f420449c5e09f94c018ade2e244bf247ffa235;484ac75b08bec8eca65ab478910523dbc7fad6529afe7ebf0e7365af0e0c9aba;1101001
febabf584b66f3713e0c9b5ba119fccd9fa955dc;8b0ad2b3ffc16d112ea32958ecb9cc881d0b2f1b8b8e526bf34ba07b8bf1af7d;1a8048ff10d753c439ff8b72ca313a530a88970239a96aca8f6465f6a983330c;1100111
4ffc00e9195b829ebc033b0615e5491e15e06a6c;cb0605ab3dbfed26ffc92ab2e4c743b95557ac0e26edbc68981f6ff519273196;c28b26790e58fed2cda96e6008f7f0ab333e52d6c65220d6b31b780418252c79;1011
cea1f620ba0537903101acf4fc10b13ab75a4481;7b6b0338ebd553558290614a87901f1f39fd4aede3c505da3a006e4d656f8613;e5ffd4d84a18aba8f7e8d762c930cc5760e67ac791a75b903102845866fe9d9d;1011101
a917046e522e101f994bdc5d66f48574096cf93;3bdd559451704ced44a83561230712debd2511fdaa235cc842fd0446c5ca7b4e;4b09b478c0a38c139c2eb79f2ff6b0580ec82b5f485b91e2a3888e14a253b752;10100
e730e6bca361d351bb9df3f8cd2ef15723c22a74;a95cc2a30c80961cd701dd8b1f794c22ea9c488d566dcffe855ef80a9fc27e08;7641c12439e53fb1fec4b16ab13b443d8749f677ec5596e19bb160e80935785a;1111101
db2eef6a1a1e7085602b589787932fc52f0fa703;989b8ea4966cee79b12f6f5e4ee4f747ee48a8a4e173df01f2ed322d21bdf4d7;8139dae649bf4a4a738e71bed1345b395317e6a72d2e39cb88c5cd6038183819;11000
ee7e973e3f40d3406ab734bf29107ff755db272e;f3802f46b8b5f049e00778ff952c3bc3cd7ba39ddc7f687e02b35aef1c2e497b;a390a6d8e722194962f2c8fd1c8652d6eda3e3e9c2731deb14fcc25d71dd8441;1100
4d0400ea8aa813f8be27f8d26b682a81c4ca3915;693955eacbafe6c5c9827eabec912ccbefe5f3e86fec4b0608a0f31deef80bb0;28e62d96b8d0873787b1427806a35337ff100613bf99d45b8f1afcceff88093e;1011010
724fadf06f4b034a1fdfd00f7d8dfb23f1a55ea0;b090e476d840912e4d41799bd2fe330bae59fed521d859194c8faaa114e5744b;864dfb9fb8164bc69933a625768f57eb38cf5ad914cc8a8ca7c7d572d41ff74d;1111101
46201e7a4146cc431a6d1c1b4abc4a8acb86bcaf;c12ec59591cf6523e603c47f9fb4bec486a75dba4c040e421f10234ecd05a360;a69481ae08d38a6a3aeb26f0c30390711dba6c621304c5b582cbee03134850a2;111010
47670367a2dd7ad75d1ca5b0a12b9940b6ca6330;e41164cd9419742c618e7ceb3d69ed46c28b3f9f0984be87def26cc47bafba06;22ee94e1ec2e8a892e5a7e01e7e6379a7c19920ef73c44c997995cff9da1d022;1010100
69b50fb0282ac70b94b0037157a86a558292da14;ab0ea0a03c1e7e051c194f763e783a0172cf5fadeef3926d13cbfed4e03b3584;dd5118295895446cc08d96a43777c42d5994176ebf228393d51bc3fd044780ca;110100
a311cc6bc51d10450cb3fdc21baca566b4c731b8;a29676b6115dcd7f4b22c079709652186762ea144a651c27990fac8ca2c782a5;b80b825ee40776bf25a03a344aec7edbe493a4f59bd1fd389f42d1816af7b953;11000
84684321be6525bb148f16fcc84f36d0f1f5efd4;2de38b4b1f23743b0f6002d9e64432afedbee8b8bed85733dba6c34f700e1fe4;6e647694bdfc021d30badb33265b353f790d30306c59865c6cf45627727a4cca;1000100
e11ef787c57eccb8f5dbedde1fc80adbc4186bfc;78af3fc03ed24aca91e4b0ac98d4090c97495af652f946161d0358f0b4d3dfad;35c009002a37a3623e775e2648785af686743430f4c51603cdf63d53d009580c;1000001
f89f10e6577acde22545dc40aa4be1e4a02ac00;b008ead587aedffb362405f90f35cc976382b6076b91997496e2fdb00bb1ebc2;1948c28490f9e4d423bd6074e3b20c792945240c6d22567f2f29d6a8ccff342e;1001010
d3c12460ed72372c6f29b1a00d1c9bd04580c512;3e9ca45a22050a429a54d0abb291ed96f499d3aa1c5af87d2da6ac12457029c2;e43d6c78d94d6e4314ffa1798aa8e2089bf6b7ccf541d257971d12665bcf07f;1000000
eb13a9ae104def84896b0654b109114ffbcafba5;fee8c3b371a2f507f4d83195a6488f529c9f912f5155b50685a152d23821cd45;67bc535fcd98a0f3aa4a58daaf22a67723ad6d3738652b4f5971745132b7b630;1011011
a3c9dcca0f3edbee8286af1e0da0d3bac8c47eb8;383e1be131a8c84478b567a6e70800a337b129994a1333b558ad613fc76a7183;3ec6e44a31299037aeafd9e2e577cadab41db6cd0cb72480acdba904ecf55f85;111000
704de7e4d624bb65e128b848d9a4978832010f17;56907b20faf4831548f37370f97e8896e47c0b274f08b42d6c5852e26b156cbb;ed523d2bf68ccbbb7dbc7e51aeffb3ce2ac98b45e825c48e1e4f21b5bbf37f81;1110
3d7954b0c8ab2313ba5b39669ff258e29d6b7923;de1339f3389d1f09396f39239e62f194657f24a8aba2dc81357aed31ebafa9c5;1b2e276ae1f36b86e6571c913b7343740a54b340039eddb70c8fdb5b92e6a10;1001111
6200e42346dbad3b5803d01056b2550ac3441c3c;fa57c13619a0f3dc21456c1e235e476852e497a0c2607bb0c2c2224be18ea7f6;86de47842d45f90c1ce65ca06aceaced6a868fb5261e1a68ffc309759bc34e99;1110101
74d86f852fe11e78e444a5274f2e67e1a39c1d02;98eb1fadf0821bdc7bf52b8553520bf679951b9766bfb7f02b8af26be316ffe7;ef852a7d43d11ccff8eb58928d40c5201033f8516248c068e8f683b06be5d225;101111
40413cafed048995ec63f79ff7ad1acc992ecff7;2e4b03a26f9f9095daf0433f270e79d0a7112a780bf3e445131ed4d2081fdf98;1b5957f048983ab3e14daa708f2f3db5cc01b224a0d1e0aaf4bcf576856c1dbb;11111
a9de00c4a3aa99b52c5f3125f095a15087f796c8;9c8d494120a0e5117022aa62d053984edd4dff8d22b7c002ca4e427c6f7d1d1e;6a7bce69750100563acfab319949aeb7b0f90ea3deaac786e6c71c543d838e08;1111111
da16a457fdb0c4e47901139eba57193d4b0e5584;fbac2eb4b841159ccdc0a83696dffcddf5b554c9dbc0b8c32f7d8205123551ec;dbbcce4119411d4a125878397c460fa7411340c5b2d8e98931f2599ced96e2e0;1011100
d8ab70cb2a9669c2519e6e354de8b16781e672db;e4e4c3ed27f17fd20e4b26dfc26a8168bb1bf415173b10b9948ef85694215ec3;bfd5ef3fb1b6c5c1f7aad93856132f13e92d4882b23277ed013f950e93fcd5b7;1110001
2c0783d1d16f3bfe547e412f61895498ba42ed31;61d0865894d9935816923682391f81a5cd412f2dc50426fb2f42a691a93f9b84;b44d29afaa316ab46f864e4f66a9ed3bf31c23f16f3c642ab8ccc23491b1c1a9;1110
9953cb378ca91513c9795d2d5b1be632f25917b6;41c4853092125756dfcc53ff292feadb5a8bf4e2902e9042906585dee26cb437;6a8dd14a31293535d9967c97cad90f465bf1dc24a23f3270ee688a57f66854fb;1010110
f292d7e38db5e6d9ab24b8a29f00d31d6e048176;7ff6891771b645bc9a6f507509241c35dd4819d6f37e298d7b258ab63a31ff30;3bdecaa10e390c4c56808dcae990f278fc30c0070878d0a455390815f3391b06;100010
2fa40b621eba78066298e63da27e204a87eeb529;5677d51724937748e77ed329dd7113a313b66f33aa786cc3e74ff9f83400c0e4;7807bc98f8938af3dbb66046061bbccbc272c96fb2b60720906298165c48038d;110010
29352d1254bb6c78cd4d4df71f98b11466d43065;ec98b680798a9f56434ab3a7beb7b7b707dd44f276b37af21b92ecff89ac55fc;9148dd3004169c2cd78dd5e65a574ee8da554b255ee33413d0d994eb537d5c85;110101
58657ffa06bf14ee64388d0e24329adbde154953;f34e0e550df0a7395193313d8226f4bd126f4a84170937fa5ff6eeea4e730f3e;8e16ae45fd90487d8b87fa18dab930b3adb50e4406bf3a52bf2849b8e6b7435d;1
88a03be9849c18b7cd3c7c342104772ab394eaca;e614102784c9127bb2d65cee8664e8d5d709fb4f2f376950d2e5c15ee9b4aba8;7f796fdfc1d826df780665df6c39cba9038ae9ab9a4b217cf0c87776478c89ed;101001
ebd179e61b5149fcdc3bf75230d61829a2a88895;d3ba9e62e0e022629376c9ebc663a097ac069e7e72d403dcbf43d5f6ac6ad997;749685516576b7b276446dd303cdedc5b3e16acd4786be724dcaf6091586132;1101011
d39d2b7d506f68974ff26240eddf32d93c9e1bbb;e156a285f92bd71978f0624c9435443b5845a5b12412aa93947b2332e3855324;c2833367859f91d769bcc657e4e1ebfb51890fa1d108884a63de22a8724b468f;1110001
44060c21c9b9fe014e9851e7df335910323a5719;8d0f1de125298be298e537ab103694281833cfd92dccc7498a2589feac5ba1d;df107ba62d0b63e22b55cafbb2f190ae3bf865742032e06a2969f1c7b5002330;1010011
f20e0fa55eef0c05b5103a2001f22d9c1407ae00;1922b4c250c199de5ee5b28b65d35de655974489ac73e150cc494e17a9f1e17b;c1a143359d40c62469e77a2c9002d1a9a82d9f887e568fc08cb73efa72268de7;11110
c9fba38efd25bb25e8aaa14ab9970f4e358f15f0;f4d102a6ab107fea92856e5113179b2fcf90df75a8c8ff34895265d5eba22631;77e371952d652e9228ef95b733c9548c14b91f4563d2bdd1a8c53fca842e694f;1000001
e49513283e8acee21c0097e23403bb840c3aee37;43e51321830288e6c2e513edf650424273cf1350ae8dfa83d796f1b9e32ff622;7e819528af2cba76e48ba3df56bf63291a4bd3cd5588812b38a80859c1b1005d;1011101
fcd895bc75e29bd5d0aab43623c1dc97b0b1b4a7;2dc677f9739c8ae596fb6f82e0eca806a38b407a3f8d4b173f7e7939514ca5a6;e0df69a85add94ade2a7896f2f5ca35faab32c93eeea217e39c44e61a39a7a76;11100
9f9fee633115538e04d793d6ef252d09701f139f;4f679ca94a55181d808d0e9d96c2a9e5a5dab6cd41fd2a0ad0da8ef46eb1fd68;e8853380fff0c609fa63113351b28c470493e9c58ad4c1ea3863e164136ceafb;11110
298865e08680cef4d148ec67858a5bc5121f6ae;510deee680ce9d4b1621e2a1a6f5140e704ccfd753a45bc34abe2cef77e3d34;b3e8049d156130b02c4c44b38c1372c1d8ba030a83f9c7e4a00a12869feaedff;1111110
d4e980be55c5fef0cd1a65e8f0d3f7d5653f5cd7;60788ac29411de606841d2ab346423ef0972abc3cb9e127772ad12ff858869b7;8677ebf718251e21ae66df73fc61c51d8c43f2d6c52dd3d6653b0d961ac162ac;101000
6b76ce96f5eb73412bd3672f9fb3b780d72f14ff;112142a0f92681fd50937ce107d1568c50c9b67b8ec06d23e0894c1aab9c1c8d;7d4a999b15c9fb84a7e66ed8eb5ce5bf0adabebc12a8ae8c6d7c3adbe64c545;1010111
3be92bb18b01765ddfafe38fb9119bf65fa08845;2614d33cb91702a05c9b30dd59d982c99273334d0885f486fae476ce5df3d7d2;c4ab6edf6faba0e1300791bab7bd084d5956a36efe9ea5e084d8fadf6a0019c6;10000
d0b7dc9df2512c7407f1d492605fdb0579bb4adf;4a77975f33859bca0a96e0948df7f6398fe7fb9195b1b9bccbb59843fdc08013;65ba5d1b6c4cd977f73dfcd63c5c450f947245f6c2582be3f9dd986276519bf;1100111
123c5c1c3c6216676c36cb4273edf79783eb2771;c773f919302fe3c4a894fbaee1193e383f7cbf620e84556ab4d6603686f0be9c;724dc7e61cd47f7755353c8aa0d9ec93f4b37e2c483ce59ea4d9b60e283fc9f1;101010
2f6742662e416f05e05d47d4abd898ac867ba96b;a9eea432f5ececdf8624e22c268419dbb1e1c1f73095fc5dfb60ae4985e9cd45;480b80e4460097ed3661acbbfb0b9ab2ac3bb079e36bd0b63aa5d2709de5e7c3;111011
c147324c737f2026a24739c90d8a75a1b0853e8a;190e731904779065ed897ff04e82830af7903ef48a6e991f94057a5dcd6c2164;4f6a0c9c6ad116853f2eadfacb92d32a4e1c3e656fee8ae53874d836415733ef;1110011
8f8009e3274675f006e33117b0872eb7e781aa4e;c5beeff135f45d3a11bee8ff51a773bf0011297d599ecef2f08e52f7d73f4002;9665f76fef80f8eeb8bb174956247694536aa31ca06e157b6ba2bc8dbc97d747;1011110
911812b6175235ecb1ba22cc13becae6e6a7db3a;232130f27eebd90b6269dd8655a1960d8e9f51bc686c8567fc4e2f5f8a135d0d;a1c15aa1f26b02ca01c19aa3cbe5cc99e8407bfe90a9e9300d28dfc17ba21f7d;101011
870c5ac24c65404d3f4d38be1a632768348a2033;5fc141e240fd914dff83a00e8000ddb81beaa82ab3382ce7a35095210f40f6c6;1d5d466e73e75eb65f05a05a082d9f3dfcd44165b3e5196b53a6a1755044d858;1000110
cb928110def606eb414a805132a37a2bedd2f398;374f4b1cc5f509d27e6d4aef8416e8a0feb41c6f9bf38a4dc041ea735ab6108a;7d95eec7ca55347558bb20e9b6a282fc86abc16630567fa1fa918b3a69b5a4d;1111111
